Functions/Programs,Fiscal Year,Department Code,Department Description,Line Item Code,Line Item Description,YTD Expenditure (Line Item),Department Total YTD,PDF File,PDF Page
72000 Support Services,FY20,72220,Special Education Program,355,Travel,9.1,,fund141FY20.pdf,29
72000 Support Services,FY20,72220,Special Education Program,499,Other Supplies And Materials,243.3,,fund141FY20.pdf,29
72000 Support Services,FY20,72220,Special Education Program,,Department Total,,"116,256.73",fund141FY20.pdf,29
72000 Support Services,FY20,72230,Career and Technical Education Program,105,Supervisor/Director,"32,399.04",,fund141FY20.pdf,29
72000 Support Services,FY20,72230,Career and Technical Education Program,201,Social Security,"1,795.39",,fund141FY20.pdf,29
72000 Support Services,FY20,72230,Career and Technical Education Program,204,State Retirement,"3,444.00",,fund141FY20.pdf,29
72000 Support Services,FY20,72230,Career and Technical Education Program,207,Medical Insurance,"6,339.12",,fund141FY20.pdf,29
72000 Support Services,FY20,72230,Career and Technical Education Program,212,Employer Medicare,419.89,,fund141FY20.pdf,29
72000 Support Services,FY20,72230,Career and Technical Education Program,,Department Total,,"44,397.44",fund141FY20.pdf,29
72000 Support Services,FY20,72250,Technology,105,Supervisor/Director,"38,493.84",,fund141FY20.pdf,1
72000 Support Services,FY20,72250,Technology,189,Other Salaries & Wages,"77,746.95",,fund141FY20.pdf,1
72000 Support Services,FY20,72250,Technology,201,Social Security,"6,975.85",,fund141FY20.pdf,1
72000 Support Services,FY20,72250,Technology,204,State Retirement,"7,818.94",,fund141FY20.pdf,1
72000 Support Services,FY20,72250,Technology,207,Medical Insurance,"19,767.78",,fund141FY20.pdf,1
72000 Support Services,FY20,72250,Technology,212,Employer Medicare,"1,631.41",,fund141FY20.pdf,1
72000 Support Services,FY20,72250,Technology,350,Internet Connectivity,"25,034.55",,fund141FY20.pdf,1
72000 Support Services,FY20,72250,Technology,790,Other Equipment,"105,740.55",,fund141FY20.pdf,1
72000 Support Services,FY20,72250,Technology,,Department Total,,"283,209.87",fund141FY20.pdf,1
72000 Support Services,FY20,72310,Board Of Education,191,Board And Committee Members Fees,"2,640.00",,fund141FY20.pdf,29
72000 Support Services,FY20,72310,Board Of Education,201,Social Security,163.68,,fund141FY20.pdf,29
72000 Support Services,FY20,72310,Board Of Education,207,Medical Insurance,"31,577.15",,fund141FY20.pdf,29
72000 Support Services,FY20,72310,Board Of Education,210,Unemployment Compensation,"7,762.55",,fund141FY20.pdf,29
72000 Support Services,FY20,72310,Board Of Education,212,Employer Medicare,38.3,,fund141FY20.pdf,29
72000 Support Services,FY20,72310,Board Of Education,305,Audit Services,"4,300.00",,fund141FY20.pdf,29
72000 Support Services,FY20,72310,Board Of Education,320,Dues And Memberships,"7,416.00",,fund141FY20.pdf,29
72000 Support Services,FY20,72310,Board Of Education,355,Travel,0,,fund141FY20.pdf,29
72000 Support Services,FY20,72310,Board Of Education,506,Liability Insurance,"17,603.74",,fund141FY20.pdf,29
72000 Support Services,FY20,72310,Board Of Education,510,Trustee's Commission,"82,307.17",,fund141FY20.pdf,29
72000 Support Services,FY20,72310,Board Of Education,513,Workman's Compensation Insurance,"66,482.46",,fund141FY20.pdf,29
72000 Support Services,FY20,72310,Board Of Education,524,In-Service/Staff Development,0,,fund141FY20.pdf,29
72000 Support Services,FY20,72310,Board Of Education,599,Other Charges,812.86,,fund141FY20.pdf,29
72000 Support Services,FY20,72310,Board Of Education,,Department Total,,"221,103.91",fund141FY20.pdf,29
72000 Support Services,FY20,72320,Director Of Schools,101,Director Of Schools,"96,380.88",,fund141FY20.pdf,30
72000 Support Services,FY20,72320,Director Of Schools,117,Career Ladder Program,"1,179.50",,fund141FY20.pdf,30
72000 Support Services,FY20,72320,Director Of Schools,162,Clerical Personnel,"24,811.18",,fund141FY20.pdf,30
72000 Support Services,FY20,72320,Director Of Schools,201,Social Security,"7,408.13",,fund141FY20.pdf,30
72000 Support Services,FY20,72320,Director Of Schools,204,State Retirement,"11,648.24",,fund141FY20.pdf,30
72000 Support Services,FY20,72320,Director Of Schools,207,Medical Insurance,"14,997.75",,fund141FY20.pdf,30
72000 Support Services,FY20,72320,Director Of Schools,212,Employer Medicare,"1,732.55",,fund141FY20.pdf,30
72000 Support Services,FY20,72320,Director Of Schools,307,Communication,"23,412.60",,fund141FY20.pdf,30
72000 Support Services,FY20,72320,Director Of Schools,355,Travel,"3,178.67",,fund141FY20.pdf,30
72000 Support Services,FY20,72320,Director Of Schools,435,Office Supplies,"4,231.78",,fund141FY20.pdf,30
72000 Support Services,FY20,72320,Director Of Schools,471,Software,"15,747.39",,fund141FY20.pdf,30
72000 Support Services,FY20,72320,Director Of Schools,599,Other Charges,"3,545.62",,fund141FY20.pdf,30
72000 Support Services,FY20,72320,Director Of Schools,701,Administration Equipment,"12,068.67",,fund141FY20.pdf,30
72000 Support Services,FY20,72320,Director Of Schools,,Department Total,,"220,342.96",fund141FY20.pdf,30
72000 Support Services,FY20,72410,Office Of The Principal,104,Principals,"159,233.76",,fund141FY20.pdf,30
72000 Support Services,FY20,72410,Office Of The Principal,117,Career Ladder Program,"1,000.08",,fund141FY20.pdf,30
72000 Support Services,FY20,72410,Office Of The Principal,139,Assistant Principals,"197,260.80",,fund141FY20.pdf,30
72000 Support Services,FY20,72410,Office Of The Principal,161,Secretary(s),"74,299.77",,fund141FY20.pdf,30
72000 Support Services,FY20,72410,Office Of The Principal,162,Clerical Personnel,"76,427.41",,fund141FY20.pdf,30
72000 Support Services,FY20,72410,Office Of The Principal,201,Social Security,"29,465.71",,fund141FY20.pdf,30
72000 Support Services,FY20,72410,Office Of The Principal,204,State Retirement,"45,115.95",,fund141FY20.pdf,30
72000 Support Services,FY20,72410,Office Of The Principal,207,Medical Insurance,"81,311.89",,fund141FY20.pdf,30
72000 Support Services,FY20,72410,Office Of The Principal,212,Employer Medicare,"6,891.18",,fund141FY20.pdf,30
72000 Support Services,FY20,72410,Office Of The Principal,307,Communication,426.88,,fund141FY20.pdf,30
72000 Support Services,FY20,72410,Office Of The Principal,599,Other Charges,0,,fund141FY20.pdf,30
72000 Support Services,FY20,72410,Office Of The Principal,701,Administration Equipment,"15,476.00",,fund141FY20.pdf,30
72000 Support Services,FY20,72410,Office Of The Principal,,Department Total,,"686,909.43",fund141FY20.pdf,30
72000 Support Services,FY20,72510,Fiscal Services,105,Supervisor/Director,"59,842.60",,fund141FY20.pdf,30
72000 Support Services,FY20,72510,Fiscal Services,119,Accountants/Bookkeepers,"52,152.57",,fund141FY20.pdf,30
72000 Support Services,FY20,72510,Fiscal Services,201,Social Security,"6,674.15",,fund141FY20.pdf,30
72000 Support Services,FY20,72510,Fiscal Services,204,State Retirement,"5,231.70",,fund141FY20.pdf,31
72000 Support Services,FY20,72510,Fiscal Services,207,Medical Insurance,"18,509.00",,fund141FY20.pdf,31
72000 Support Services,FY20,72510,Fiscal Services,212,Employer Medicare,"1,560.89",,fund141FY20.pdf,31
72000 Support Services,FY20,72510,Fiscal Services,,Department Total,,"143,970.91",fund141FY20.pdf,31
72000 Support Services,FY20,72610,Operation Of Plant,166,Custodial Personnel,"188,762.35",,fund141FY20.pdf,31
72000 Support Services,FY20,72610,Operation Of Plant,201,Social Security,"10,453.07",,fund141FY20.pdf,31
72000 Support Services,FY20,72610,Operation Of Plant,204,State Retirement,"8,909.24",,fund141FY20.pdf,31
72000 Support Services,FY20,72610,Operation Of Plant,207,Medical Insurance,"78,594.10",,fund141FY20.pdf,31
72000 Support Services,FY20,72610,Operation Of Plant,212,Employer Medicare,"2,444.62",,fund141FY20.pdf,31
72000 Support Services,FY20,72610,Operation Of Plant,410,Custodial Supplies,"33,660.84",,fund141FY20.pdf,31
72000 Support Services,FY20,72610,Operation Of Plant,415,Electricity,"259,464.48",,fund141FY20.pdf,31
72000 Support Services,FY20,72610,Operation Of Plant,434,Natural Gas,"28,346.66",,fund141FY20.pdf,31
72000 Support Services,FY20,72610,Operation Of Plant,454,Water And Sewer,"82,346.73",,fund141FY20.pdf,31
72000 Support Services,FY20,72610,Operation Of Plant,499,Other Supplies And Materials,"8,162.83",,fund141FY20.pdf,31
72000 Support Services,FY20,72610,Operation Of Plant,502,Building And Contents Insurance,"52,810.24",,fund141FY20.pdf,31
72000 Support Services,FY20,72610,Operation Of Plant,,Department Total,,"753,955.16",fund141FY20.pdf,31
72000 Support Services,FY20,72620,Maintenance Of Plant,167,Maintenance Personnel,"120,447.70",,fund141FY20.pdf,31
72000 Support Services,FY20,72620,Maintenance Of Plant,201,Social Security,"6,945.15",,fund141FY20.pdf,31
72000 Support Services,FY20,72620,Maintenance Of Plant,204,State Retirement,"4,973.11",,fund141FY20.pdf,31
72000 Support Services,FY20,72620,Maintenance Of Plant,207,Medical Insurance,"12,678.00",,fund141FY20.pdf,31
72000 Support Services,FY20,72620,Maintenance Of Plant,212,Employer Medicare,"1,624.27",,fund141FY20.pdf,31
72000 Support Services,FY20,72620,Maintenance Of Plant,335,Maintenance And Repair Services-Buildir,"2,452.46",,fund141FY20.pdf,31
72000 Support Services,FY20,72620,Maintenance Of Plant,336,Maintenance And Repair Services-Equipr,"57,379.58",,fund141FY20.pdf,31
72000 Support Services,FY20,72620,Maintenance Of Plant,347,Pest Control,"2,940.00",,fund141FY20.pdf,31
72000 Support Services,FY20,72620,Maintenance Of Plant,499,Other Supplies And Materials,"26,283.67",,fund141FY20.pdf,31
72000 Support Services,FY20,72620,Maintenance Of Plant,599,Other Charges,"6,794.17",,fund141FY20.pdf,31
72000 Support Services,FY20,72620,Maintenance Of Plant,717,Maintenance Equipment,"30,423.32",,fund141FY20.pdf,31
72000 Support Services,FY20,72620,Maintenance Of Plant,,Department Total,,"272,941.43",fund141FY20.pdf,31
72000 Support Services,FY20,72710,Transportation,142,Mechanic(s),"38,643.55",,fund141FY20.pdf,32
72000 Support Services,FY20,72710,Transportation,146,Bus Drivers,"223,684.18",,fund141FY20.pdf,32
72000 Support Services,FY20,72710,Transportation,189,Other Salaries & Wages,"16,206.66",,fund141FY20.pdf,32
72000 Support Services,FY20,72710,Transportation,201,Social Security,"17,010.36",,fund141FY20.pdf,32
72000 Support Services,FY20,72710,Transportation,204,State Retirement,"13,067.61",,fund141FY20.pdf,32
72000 Support Services,FY20,72710,Transportation,207,Medical Insurance,"12,970.94",,fund141FY20.pdf,32
72000 Support Services,FY20,72710,Transportation,212,Employer Medicare,"3,978.33",,fund141FY20.pdf,32
72000 Support Services,FY20,72710,Transportation,217,Retirement - Hybrid Stabilization,289.33,,fund141FY20.pdf,32
72000 Support Services,FY20,72710,Transportation,340,Medical And Dental Services,"2,783.00",,fund141FY20.pdf,32
72000 Support Services,FY20,72710,Transportation,412,Diesel Fuel,"40,415.33",,fund141FY20.pdf,32
72000 Support Services,FY20,72710,Transportation,450,Tires And Tubes,"8,781.82",,fund141FY20.pdf,32
72000 Support Services,FY20,72710,Transportation,453,Vehicle Parts,"22,630.61",,fund141FY20.pdf,32
72000 Support Services,FY20,72710,Transportation,471,Software,"3,220.00",,fund141FY20.pdf,32
72000 Support Services,FY20,72710,Transportation,499,Other Supplies And Materials,"2,209.00",,fund141FY20.pdf,32
72000 Support Services,FY20,72710,Transportation,511,Vehicle And Equipment Insurance,"15,456.56",,fund141FY20.pdf,32
72000 Support Services,FY20,72710,Transportation,599,Other Charges,"3,525.93",,fund141FY20.pdf,32
72000 Support Services,FY20,72710,Transportation,729,Transportation Equipment,"87,230.00",,fund141FY20.pdf,32
72000 Support Services,FY20,72710,Transportation,,Department Total,,"512,103.21",fund141FY20.pdf,32
73000 Operation Of Non-Instructional Services,FY20,73300,Community Services,189,Other Salaries & Wages,"29,370.83",,fund141FY20.pdf,33
73000 Operation Of Non-Instructional Services,FY20,73300,Community Services,201,Social Security,"1,818.86",,fund141FY20.pdf,33
73000 Operation Of Non-Instructional Services,FY20,73300,Community Services,204,State Retirement,"1,049.40",,fund141FY20.pdf,33
73000 Operation Of Non-Instructional Services,FY20,73300,Community Services,207,Medical Insurance,293.5,,fund141FY20.pdf,33
73000 Operation Of Non-Instructional Services,FY20,73300,Community Services,212,Employer Medicare,425.4,,fund141FY20.pdf,33
73000 Operation Of Non-Instructional Services,FY20,73300,Community Services,499,Other Supplies And Materials,"4,442.86",,fund141FY20.pdf,33
73000 Operation Of Non-Instructional Services,FY20,73300,Community Services,599,Other Charges,557,,fund141FY20.pdf,33
73000 Operation Of Non-Instructional Services,FY20,73300,Community Services,,Department Total,,"37,957.85",fund141FY20.pdf,33
73000 Operation Of Non-Instructional Services,FY20,73400,Early Childhood Education,105,Supervisor/Director,"7,698.96",,fund141FY20.pdf,33
73000 Operation Of Non-Instructional Services,FY20,73400,Early Childhood Education,116,Teachers,"49,289.38",,fund141FY20.pdf,33
73000 Operation Of Non-Instructional Services,FY20,73400,Early Childhood Education,163,Educational Assistants,"18,255.84",,fund141FY20.pdf,33
73000 Operation Of Non-Instructional Services,FY20,73400,Early Childhood Education,201,Social Security,"4,113.20",,fund141FY20.pdf,33
73000 Operation Of Non-Instructional Services,FY20,73400,Early Childhood Education,204,State Retirement,"7,020.51",,fund141FY20.pdf,33
73000 Operation Of Non-Instructional Services,FY20,73400,Early Childhood Education,207,Medical Insurance,"21,095.64",,fund141FY20.pdf,33
73000 Operation Of Non-Instructional Services,FY20,73400,Early Childhood Education,212,Employer Medicare,961.91,,fund141FY20.pdf,33
73000 Operation Of Non-Instructional Services,FY20,73400,Early Childhood Education,,Department Total,,"108,435.44",fund141FY20.pdf,33
76000 Capital Outlay,FY20,76100,Regular Capital Outlay,707,Building Improvements,"89,429.15",,fund141FY20.pdf,34
76000 Capital Outlay,FY20,76100,Regular Capital Outlay,,Department Total,,"89,429.15",fund141FY20.pdf,34
71000 Instruction,FY21,71100,Regular Instruction Program,116,Teachers,"2,669,591.58",,fund141FY21.pdf,26
71000 Instruction,FY21,71100,Regular Instruction Program,117,Career Ladder Program,"6,000.48",,fund141FY21.pdf,26
71000 Instruction,FY21,71100,Regular Instruction Program,127,Career Ladder Extended Contracts,0,,fund141FY21.pdf,26
71000 Instruction,FY21,71100,Regular Instruction Program,128,Homebound Teachers,0,,fund141FY21.pdf,26
71000 Instruction,FY21,71100,Regular Instruction Program,163,Educational Assistants,"106,822.80",,fund141FY21.pdf,26
71000 Instruction,FY21,71100,Regular Instruction Program,189,Other Salaries & Wages,"5,357.50",,fund141FY21.pdf,26
71000 Instruction,FY21,71100,Regular Instruction Program,195,Certified Substitute Teachers,"3,040.00",,fund141FY21.pdf,26
71000 Instruction,FY21,71100,Regular Instruction Program,198,Non-Certified Substitute Teachers,"70,330.00",,fund141FY21.pdf,26
71000 Instruction,FY21,71100,Regular Instruction Program,201,Social Security,"166,022.60",,fund141FY21.pdf,26
71000 Instruction,FY21,71100,Regular Instruction Program,204,State Retirement,"255,216.78",,fund141FY21.pdf,26
71000 Instruction,FY21,71100,Regular Instruction Program,207,Medical Insurance,"502,781.99",,fund141FY21.pdf,26
71000 Instruction,FY21,71100,Regular Instruction Program,212,Employer Medicare,"38,828.05",,fund141FY21.pdf,26
71000 Instruction,FY21,71100,Regular Instruction Program,217,Retirement - Hybrid Stabilization,"12,155.40",,fund141FY21.pdf,26
71000 Instruction,FY21,71100,Regular Instruction Program,336,Maintenance And Repair Services-Equipr,0,,fund141FY21.pdf,26
71000 Instruction,FY21,71100,Regular Instruction Program,429,Instructional Supplies And Materials,"45,868.86",,fund141FY21.pdf,26
71000 Instruction,FY21,71100,Regular Instruction Program,449,Textbooks,"160,464.60",,fund141FY21.pdf,26
71000 Instruction,FY21,71100,Regular Instruction Program,471,Software,"62,445.04",,fund141FY21.pdf,26
71000 Instruction,FY21,71100,Regular Instruction Program,499,Other Supplies And Materials,"23,154.66",,fund141FY21.pdf,26
71000 Instruction,FY21,71100,Regular Instruction Program,599,Other Charges,0,,fund141FY21.pdf,26
71000 Instruction,FY21,71100,Regular Instruction Program,722,Regular Instruction Equipment,"102,585.70",,fund141FY21.pdf,26
71000 Instruction,FY21,71100,Regular Instruction Program,,Department Total,,"4,230,666.04",fund141FY21.pdf,26
