Functions/Programs,Fiscal Year,Department Code,Department Description,Line Item Code,Line Item Description,Year-to-Date Expenditures,Department Total,PDF file,PDF page
51000 - General Government,FY23,51500,Election Commission,143,Equipment Operators,0,,FY23.pdf,1
51000 - General Government,FY23,51500,Election Commission,169,Part-Time Personnel,"1,741.73",,FY23.pdf,1
51000 - General Government,FY23,51500,Election Commission,192,Election Commission,"2,565.00",,FY23.pdf,1
51000 - General Government,FY23,51500,Election Commission,193,Election Workers,"11,520.00",,FY23.pdf,1
51000 - General Government,FY23,51500,Election Commission,307,Communication,385.4,,FY23.pdf,1
51000 - General Government,FY23,51500,Election Commission,320,Dues & Memberships,0,,FY23.pdf,2
51000 - General Government,FY23,51500,Election Commission,332,"Legal Notices, Recording & Court Costs","4,896.81",,FY23.pdf,2
51000 - General Government,FY23,51500,Election Commission,337,Maint & Repair Services-Office Equipmer,"13,559.96",,FY23.pdf,2
51000 - General Government,FY23,51500,Election Commission,348,Postal Charges,466,,FY23.pdf,2
51000 - General Government,FY23,51500,Election Commission,349,"Printing, Stationery & Forms","3,287.67",,FY23.pdf,2
51000 - General Government,FY23,51500,Election Commission,355,Travel,0,,FY23.pdf,2
51000 - General Government,FY23,51500,Election Commission,399,Other Contracted Services,"2,500.00",,FY23.pdf,2
51000 - General Government,FY23,51500,Election Commission,435,Office Supplies,0,,FY23.pdf,2
51000 - General Government,FY23,51500,Election Commission,,,,"110,128.59",FY23.pdf,2
51000 - General Government,FY23,51600,Register Of Deeds,101,County Official/Administrative Officer,"76,896.04",,FY23.pdf,2
51000 - General Government,FY23,51600,Register Of Deeds,169,Part-Time Personnel,"2,196.90",,FY23.pdf,2
51000 - General Government,FY23,51600,Register Of Deeds,307,Communication,365.9,,FY23.pdf,2
51000 - General Government,FY23,51600,Register Of Deeds,320,Dues & Memberships,0,,FY23.pdf,2
51000 - General Government,FY23,51600,Register Of Deeds,334,Maintenance Agreements,"2,379.00",,FY23.pdf,2
51000 - General Government,FY23,51600,Register Of Deeds,349,"Printing, Stationery & Forms",580.25,,FY23.pdf,2
51000 - General Government,FY23,51600,Register Of Deeds,399,Other Contracted Services,200,,FY23.pdf,2
51000 - General Government,FY23,51600,Register Of Deeds,719,Office Equipment,90.68,,FY23.pdf,2
51000 - General Government,FY23,51600,Register Of Deeds,,,,"82,708.77",FY23.pdf,2
51000 - General Government,FY23,51720,Planning/ Codes,101,County Official/Administrative Officer,"9,071.88",,FY23.pdf,2
51000 - General Government,FY23,51720,Planning/ Codes,169,Part-Time Personnel,"5,215.71",,FY23.pdf,2
51000 - General Government,FY23,51720,Planning/ Codes,307,Communication,562.84,,FY23.pdf,2
51000 - General Government,FY23,51720,Planning/ Codes,308,Consultants,"1,475.00",,FY23.pdf,2
51000 - General Government,FY23,51720,Planning/ Codes,317,Data Processing Services,0,,FY23.pdf,2
51000 - General Government,FY23,51720,Planning/ Codes,332,"Legal Notices, Recording & Court Costs",155.16,,FY23.pdf,2
51000 - General Government,FY23,51720,Planning/ Codes,355,Travel,0,,FY23.pdf,2
51000 - General Government,FY23,51720,Planning/ Codes,435,Office Supplies,380.16,,FY23.pdf,2
51000 - General Government,FY23,51720,Planning/ Codes,524,In Service/Staff Development,0,,FY23.pdf,2
51000 - General Government,FY23,51720,Planning/ Codes,,,,"16,860.75",FY23.pdf,2
51000 - General Government,FY23,51800,County Buildings,166,Custodial Personnel,"24,837.23",,FY23.pdf,2
51000 - General Government,FY23,51800,County Buildings,167,Maintenance Personnel,"25,697.33",,FY23.pdf,2
51000 - General Government,FY23,51800,County Buildings,307,Communication,60.15,,FY23.pdf,2
51000 - General Government,FY23,51800,County Buildings,334,Maintenance Agreements,428,,FY23.pdf,2
51000 - General Government,FY23,51800,County Buildings,335,Maint & Repair Services-Buildings,"4,489.84",,FY23.pdf,3
51000 - General Government,FY23,51800,County Buildings,338,Maint & Repair Services-Vehicles,553.7,,FY23.pdf,3
51000 - General Government,FY23,51800,County Buildings,347,Pest Control,"1,050.00",,FY23.pdf,3
51000 - General Government,FY23,51800,County Buildings,348,Postal Charges,"6,598.87",,FY23.pdf,3
51000 - General Government,FY23,51800,County Buildings,350,Internet Services,"5,831.22",,FY23.pdf,3
51000 - General Government,FY23,51800,County Buildings,410,Custodial Supplies,"5,519.21",,FY23.pdf,3
51000 - General Government,FY23,51800,County Buildings,415,Electricity,"13,611.64",,FY23.pdf,3
51000 - General Government,FY23,51800,County Buildings,425,Gasoline,720.31,,FY23.pdf,3
51000 - General Government,FY23,51800,County Buildings,434,Natural Gas,"6,389.17",,FY23.pdf,3
51000 - General Government,FY23,51800,County Buildings,435,Office Supplies,"4,450.25",,FY23.pdf,3
51000 - General Government,FY23,51800,County Buildings,454,Water & Sewer,"5,131.77",,FY23.pdf,3
51000 - General Government,FY23,51800,County Buildings,499,Other Supplies & Materials,40.84,,FY23.pdf,3
51000 - General Government,FY23,51800,County Buildings,,,,"105,409.53",FY23.pdf,3
51000 - General Government,FY23,51910,Archives,101,County Official/Administrative Officer,"8,307.07",,FY23.pdf,3
51000 - General Government,FY23,51910,Archives,169,Part-Time Personnel,"4,331.97",,FY23.pdf,3
51000 - General Government,FY23,51910,Archives,307,Communication,385.4,,FY23.pdf,3
51000 - General Government,FY23,51910,Archives,317,Data Processing Services,0,,FY23.pdf,3
51000 - General Government,FY23,51910,Archives,320,Dues & Memberships,189,,FY23.pdf,3
51000 - General Government,FY23,51910,Archives,435,Office Supplies,"1,471.68",,FY23.pdf,3
51000 - General Government,FY23,51910,Archives,524,In Service/Staff Development,85,,FY23.pdf,3
51000 - General Government,FY23,51910,Archives,719,Office Equipment,0,,FY23.pdf,3
51000 - General Government,FY23,51910,Archives,,,,"14,770.12",FY23.pdf,3
52000 - Finance,FY23,52300,Property Assessor,101,County Official/Administrative Officer,"76,896.04",,FY23.pdf,3
52000 - Finance,FY23,52300,Property Assessor,169,Part-Time Personnel,"12,320.00",,FY23.pdf,3
52000 - Finance,FY23,52300,Property Assessor,199,Other Per Diem & Fees,0,,FY23.pdf,3
52000 - Finance,FY23,52300,Property Assessor,307,Communication,365.9,,FY23.pdf,3
52000 - Finance,FY23,52300,Property Assessor,317,Data Processing Services,"2,245.22",,FY23.pdf,3
52000 - Finance,FY23,52300,Property Assessor,332,"Legal Notices, Recording & Court Costs",0,,FY23.pdf,3
52000 - Finance,FY23,52300,Property Assessor,349,"Printing, Stationery & Forms",500.58,,FY23.pdf,3
52000 - Finance,FY23,52300,Property Assessor,355,Travel,0,,FY23.pdf,3
52000 - Finance,FY23,52300,Property Assessor,399,Other Contracted Services,"7,730.00",,FY23.pdf,3
52000 - Finance,FY23,52300,Property Assessor,524,In Service/Staff Development,777.4,,FY23.pdf,3
52000 - Finance,FY23,52300,Property Assessor,719,Office Equipment,0,,FY23.pdf,4
52000 - Finance,FY23,52300,Property Assessor,,,,"100,835.14",FY23.pdf,4
52000 - Finance,FY23,52400,Trustee,101,County Official/Administrative Officer,"76,896.04",,FY23.pdf,4
52000 - Finance,FY23,52400,Trustee,169,Part-Time Personnel,"3,963.00",,FY23.pdf,4
52000 - Finance,FY23,52400,Trustee,307,Communication,426.31,,FY23.pdf,4
52000 - Finance,FY23,52400,Trustee,317,Data Processing Services,"13,549.42",,FY23.pdf,4
52000 - Finance,FY23,52400,Trustee,320,Dues & Memberships,250,,FY23.pdf,4
52000 - Finance,FY23,52400,Trustee,332,"Legal Notices, Recording & Court Costs",71.04,,FY23.pdf,4
52000 - Finance,FY23,52400,Trustee,349,"Printing, Stationery & Forms",115,,FY23.pdf,4
52000 - Finance,FY23,52400,Trustee,355,Travel,222.55,,FY23.pdf,4
52000 - Finance,FY23,52400,Trustee,524,In Service/Staff Development,150,,FY23.pdf,4
52000 - Finance,FY23,52400,Trustee,719,Office Equipment,955.93,,FY23.pdf,4
52000 - Finance,FY23,52400,Trustee,,,,"96,599.29",FY23.pdf,4
52000 - Finance,FY23,52500,County Clerk,101,County Official/Administrative Officer,"76,896.06",,FY23.pdf,4
52000 - Finance,FY23,52500,County Clerk,169,Part-Time Personnel,"22,743.00",,FY23.pdf,4
52000 - Finance,FY23,52500,County Clerk,307,Communication,426.05,,FY23.pdf,4
52000 - Finance,FY23,52500,County Clerk,320,Dues & Memberships,75,,FY23.pdf,4
52000 - Finance,FY23,52500,County Clerk,337,Maint & Repair Services-Office Equipmer,"8,696.69",,FY23.pdf,4
52000 - Finance,FY23,52500,County Clerk,349,"Printing, Stationery & Forms",426.5,,FY23.pdf,4
52000 - Finance,FY23,52500,County Clerk,355,Travel,0,,FY23.pdf,4
52000 - Finance,FY23,52500,County Clerk,719,Office Equipment,28.38,,FY23.pdf,4
52000 - Finance,FY23,52500,County Clerk,,,,"109,291.68",FY23.pdf,4
53000 - Administration of Justice,FY23,53100,Circuit Court,101,County Official/Administrative Officer,"76,896.04",,FY23.pdf,4
53000 - Administration of Justice,FY23,53100,Circuit Court,169,Part-Time Personnel,"7,834.00",,FY23.pdf,4
53000 - Administration of Justice,FY23,53100,Circuit Court,194,Jury And Witness Expense,"1,524.92",,FY23.pdf,4
53000 - Administration of Justice,FY23,53100,Circuit Court,307,Communication,465.05,,FY23.pdf,4
53000 - Administration of Justice,FY23,53100,Circuit Court,317,Data Processing Services,"15,642.86",,FY23.pdf,4
53000 - Administration of Justice,FY23,53100,Circuit Court,320,Dues & Memberships,760,,FY23.pdf,4
53000 - Administration of Justice,FY23,53100,Circuit Court,332,"Legal Notices, Recording & Court Costs",388.64,,FY23.pdf,4
53000 - Administration of Justice,FY23,53100,Circuit Court,334,Maintenance Agreements,"2,136.36",,FY23.pdf,4
53000 - Administration of Justice,FY23,53100,Circuit Court,349,"Printing, Stationery & Forms",563.48,,FY23.pdf,4
53000 - Administration of Justice,FY23,53100,Circuit Court,435,Office Supplies,44.3,,FY23.pdf,4
53000 - Administration of Justice,FY23,53100,Circuit Court,437,Periodicals,0,,FY23.pdf,4
53000 - Administration of Justice,FY23,53100,Circuit Court,719,Office Equipment,28.58,,FY23.pdf,5
53000 - Administration of Justice,FY23,53100,Circuit Court,,,,"106,284.23",FY23.pdf,5
53000 - Administration of Justice,FY23,53300,Gen. Sessions,102,Judge(s),"79,647.10",,FY23.pdf,5
53000 - Administration of Justice,FY23,53300,Gen. Sessions,317,Data Processing Services,0,,FY23.pdf,5
53000 - Administration of Justice,FY23,53300,Gen. Sessions,320,Dues & Memberships,0,,FY23.pdf,5
53000 - Administration of Justice,FY23,53300,Gen. Sessions,355,Travel,894.8,,FY23.pdf,5
53000 - Administration of Justice,FY23,53300,Gen. Sessions,,,,"80,541.90",FY23.pdf,5
53000 - Administration of Justice,FY23,53400,Chancery Court,101,County Official/Administrative Officer,"76,896.04",,FY23.pdf,5
53000 - Administration of Justice,FY23,53400,Chancery Court,169,Part-Time Personnel,"4,614.00",,FY23.pdf,5
53000 - Administration of Justice,FY23,53400,Chancery Court,194,Jury And Witness Expense,0,,FY23.pdf,5
53000 - Administration of Justice,FY23,53400,Chancery Court,307,Communication,447.05,,FY23.pdf,5
53000 - Administration of Justice,FY23,53400,Chancery Court,317,Data Processing Services,0,,FY23.pdf,5
53000 - Administration of Justice,FY23,53400,Chancery Court,320,Dues & Memberships,890,,FY23.pdf,5
53000 - Administration of Justice,FY23,53400,Chancery Court,334,Maintenance Agreements,"6,500.00",,FY23.pdf,5
53000 - Administration of Justice,FY23,53400,Chancery Court,349,"Printing, Stationery & Forms",804.98,,FY23.pdf,5
53000 - Administration of Justice,FY23,53400,Chancery Court,355,Travel,0,,FY23.pdf,5
53000 - Administration of Justice,FY23,53400,Chancery Court,437,Periodicals,"1,190.77",,FY23.pdf,5
53000 - Administration of Justice,FY23,53400,Chancery Court,524,In Service/Staff Development,0,,FY23.pdf,5
53000 - Administration of Justice,FY23,53400,Chancery Court,719,Office Equipment,36,,FY23.pdf,5
53000 - Administration of Justice,FY23,53400,Chancery Court,,,,"91,378.84",FY23.pdf,5
53000 - Administration of Justice,FY23,53500,Juvenile Court,105,Supervisor/Director,"9,000.16",,FY23.pdf,5
53000 - Administration of Justice,FY23,53500,Juvenile Court,,,,"9,000.16",FY23.pdf,5
53000 - Administration of Justice,FY23,53700,Judicial Commissioners,101,County Official/Administrative Officer,"25,718.00",,FY23.pdf,5
53000 - Administration of Justice,FY23,53700,Judicial Commissioners,307,Communication,0,,FY23.pdf,5
53000 - Administration of Justice,FY23,53700,Judicial Commissioners,320,Dues & Memberships,300,,FY23.pdf,5
53000 - Administration of Justice,FY23,53700,Judicial Commissioners,355,Travel,975.92,,FY23.pdf,5
53000 - Administration of Justice,FY23,53700,Judicial Commissioners,524,In Service/Staff Development,0,,FY23.pdf,5
53000 - Administration of Justice,FY23,53700,Judicial Commissioners,,,,"26,993.92",FY23.pdf,5
54000 - Public Safety,FY23,54110,Sheriff's Dept,101,County Official/Administrative Officer,"84,585.80",,FY23.pdf,5
54000 - Public Safety,FY23,54110,Sheriff's Dept,103,Assistant(s),"55,381.48",,FY23.pdf,5
54000 - Public Safety,FY23,54110,Sheriff's Dept,106,Deputy(les),"256,685.07",,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,108,Investigator(s),"140,351.16",,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,110,Lieutenant(s),"38,693.52",,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,115,Sergeant(s),"42,527.12",,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,140,Salary Supplements,"10,400.00",,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,169,Part-Time Personnel,"4,215.00",,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,170,School Resource Officer,"94,885.61",,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,186,Longevity Pay,"27,217.98",,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,187,Overtime Pay,"130,680.67",,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,189,Holiday Pay,"26,077.26",,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,307,Communication,"22,497.63",,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,312,Contracts - Private Agencies,"2,679.88",,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,320,Dues & Memberships,"1,071.00",,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,335,Maint & Repair Services-Buildings,713.67,,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,336,Maint & Repair Services-Equipment,446.09,,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,338,Maint & Repair Services-Vehicles,"61,880.32",,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,340,Medical & Dental Services,619.51,,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,348,Postal Charges,65.2,,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,349,"Printing, Stationery & Forms","1,557.15",,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,355,Travel,"3,090.15",,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,399,Other Contracted Services,"3,389.51",,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,425,Gasoline,"47,662.77",,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,435,Office Supplies,"4,707.93",,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,451,Uniforms,"4,231.95",,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,499,Other Supplies & Materials,"48,335.50",,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,524,In Service/Staff Development,"4,248.19",,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,709,Data Processing Equipment,"2,538.50",,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,716,Law Enforcement Equipment,"63,394.96",,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,718,Motor Vehicles,"82,432.00",,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,719,Office Equipment,"1,550.00",,FY23.pdf,6
54000 - Public Safety,FY23,54110,Sheriff's Dept,,,,"1,268,812.58",FY23.pdf,6
54000 - Public Safety,FY23,54120,Special Patrols,435,Office Supplies,0,,FY23.pdf,6
54000 - Public Safety,FY23,54120,Special Patrols,451,Uniforms,0,,FY23.pdf,6
54000 - Public Safety,FY23,54120,Special Patrols,599,Other Charges,0,,FY23.pdf,6
54000 - Public Safety,FY23,54120,Special Patrols,716,Law Enforcement Equipment,0,,FY23.pdf,7
54000 - Public Safety,FY23,54120,Special Patrols,,,,0,FY23.pdf,7
54000 - Public Safety,FY23,54160,Admin. Of The Sexual Offender Reg.,348,Postal Charges,0,,FY23.pdf,7
54000 - Public Safety,FY23,54160,Admin. Of The Sexual Offender Reg.,399,Other Contracted Services,0,,FY23.pdf,7
54000 - Public Safety,FY23,54160,Admin. Of The Sexual Offender Reg.,435,Office Supplies,0,,FY23.pdf,7
54000 - Public Safety,FY23,54160,Admin. Of The Sexual Offender Reg.,499,Other Supplies & Materials,0,,FY23.pdf,7
54000 - Public Safety,FY23,54160,Admin. Of The Sexual Offender Reg.,,,,0,FY23.pdf,7
54000 - Public Safety,FY23,54210,Jail,141,Foremen,"32,778.44",,FY23.pdf,7
54000 - Public Safety,FY23,54210,Jail,160,Guards,"280,904.59",,FY23.pdf,7
54000 - Public Safety,FY23,54210,Jail,161,Secretary(s),"42,485.92",,FY23.pdf,7
54000 - Public Safety,FY23,54210,Jail,186,Longevity Pay,"5,000.06",,FY23.pdf,7
54000 - Public Safety,FY23,54210,Jail,187,Overtime Pay,"81,258.17",,FY23.pdf,7
54000 - Public Safety,FY23,54210,Jail,189,Holiday Pay,"17,735.98",,FY23.pdf,7
54000 - Public Safety,FY23,54210,Jail,309,Contracts With Government Agencies,"1,814.17",,FY23.pdf,7
54000 - Public Safety,FY23,54210,Jail,312,Contracts - Private Agencies,"2,000.00",,FY23.pdf,7
54000 - Public Safety,FY23,54210,Jail,335,Maint & Repair Services-Buildings,"15,764.49",,FY23.pdf,7
54000 - Public Safety,FY23,54210,Jail,336,Maint & Repair Services-Equipment,"2,903.06",,FY23.pdf,7
54000 - Public Safety,FY23,54210,Jail,340,Medical & Dental Services,"105,760.14",,FY23.pdf,7
54000 - Public Safety,FY23,54210,Jail,347,Pest Control,600,,FY23.pdf,7
54000 - Public Safety,FY23,54210,Jail,355,Travel,873.04,,FY23.pdf,7
54000 - Public Safety,FY23,54210,Jail,399,Other Contracted Services,"1,005.15",,FY23.pdf,7
54000 - Public Safety,FY23,54210,Jail,410,Custodial Supplies,"5,667.69",,FY23.pdf,7
54000 - Public Safety,FY23,54210,Jail,413,Drugs & Medical Supplies,690.14,,FY23.pdf,7
54000 - Public Safety,FY23,54210,Jail,415,Electricity,"24,689.42",,FY23.pdf,7
54000 - Public Safety,FY23,54210,Jail,421,Food Preparation Supplies,699.03,,FY23.pdf,7
54000 - Public Safety,FY23,54210,Jail,422,Food Supplies,"53,336.89",,FY23.pdf,7
54000 - Public Safety,FY23,54210,Jail,434,Natural Gas,"6,413.88",,FY23.pdf,7
54000 - Public Safety,FY23,54210,Jail,441,Prisoners Clothing,"2,162.38",,FY23.pdf,7
54000 - Public Safety,FY23,54210,Jail,451,Uniforms,"1,227.88",,FY23.pdf,7
54000 - Public Safety,FY23,54210,Jail,454,Water & Sewer,"34,135.08",,FY23.pdf,7
54000 - Public Safety,FY23,54210,Jail,499,Other Supplies & Materials,"9,739.66",,FY23.pdf,7
54000 - Public Safety,FY23,54210,Jail,524,In Service/Staff Development,"1,311.00",,FY23.pdf,7
54000 - Public Safety,FY23,54210,Jail,,,,"730,956.26",FY23.pdf,7
54000 - Public Safety,FY23,54260,Commissary,435,Office Supplies,0,,FY23.pdf,8
54000 - Public Safety,FY23,54260,Commissary,499,Other Supplies & Materials,0,,FY23.pdf,8
54000 - Public Safety,FY23,54260,Commissary,,,,0,FY23.pdf,8
54000 - Public Safety,FY23,54310,Fire Dept.,105,Supervisor/Director,"53,996.80",,FY23.pdf,8
54000 - Public Safety,FY23,54310,Fire Dept.,307,Communication,"1,309.67",,FY23.pdf,8
54000 - Public Safety,FY23,54310,Fire Dept.,320,Dues & Memberships,795,,FY23.pdf,8
54000 - Public Safety,FY23,54310,Fire Dept.,334,Maintenance Agreements,589.22,,FY23.pdf,8
54000 - Public Safety,FY23,54310,Fire Dept.,335,Maint & Repair Services-Buildings,"9,704.51",,FY23.pdf,8
54000 - Public Safety,FY23,54310,Fire Dept.,338,Maint & Repair Services-Vehicles,"25,738.05",,FY23.pdf,8
